"","id_pedido","data_pedido","data_envio","modo_envio","tipo_prioridade"
"20542","IN-2014-20275",2014-11-13,2014-11-19,"Classe Padrao","Medio"
"20543","IN-2014-67959",2014-05-16,2014-05-22,"Classe Padrao","Medio"
"20544","MO-2011-1630",2011-06-13,2011-06-19,"Classe Padrao","Medio"
"20545","RW-2014-9180",2014-11-21,2014-11-23,"Segunda Classe","Alto"
"20546","MX-2011-102113",2011-12-01,2011-12-06,"Classe Padrao","Medio"
"20547","US-2011-111374",2011-04-20,2011-04-24,"Segunda Classe","Medio"
"20548","MX-2012-128132",2012-09-25,2012-09-30,"Classe Padrao","Alto"
"20549","IT-2012-4240389",2012-11-29,2012-12-01,"Segunda Classe","Medio"
"20550","ES-2014-4252380",2014-12-15,2014-12-19,"Classe Padrao","Medio"
"20551","ID-2013-40925",2013-10-06,2013-10-11,"Classe Padrao","Medio"
"20552","IN-2012-76030",2012-10-26,2012-10-29,"Primeira Classe","Medio"
"20553","ID-2013-58740",2013-06-12,2013-06-19,"Classe Padrao","Medio"
"20554","CA-2014-163139",2014-12-02,2014-12-04,"Segunda Classe","Alto"
"20555","CA-2014-129833",2014-12-10,2014-12-16,"Classe Padrao","Medio"
"20556","UP-2014-1960",2014-10-21,2014-10-26,"Classe Padrao","Medio"
"20557","EG-2011-120",2011-11-01,2011-11-07,"Classe Padrao","Medio"
"20558","MO-2013-6160",2013-03-22,2013-03-27,"Classe Padrao","Medio"
"20559","TU-2012-1570",2012-03-27,2012-04-01,"Classe Padrao","Alto"
"20560","MX-2011-104836",2011-10-21,2011-10-25,"Classe Padrao","Medio"
"20561","US-2013-134019",2013-02-26,2013-03-02,"Classe Padrao","Medio"
"20562","US-2013-101049",2013-11-27,2013-12-03,"Classe Padrao","Medio"
"20563","IT-2013-3447288",2013-07-09,2013-07-14,"Segunda Classe","Medio"
"20564","CA-2013-141586",2013-10-18,2013-10-21,"Primeira Classe","Critico"
"20565","CA-2011-152296",2011-08-01,2011-08-03,"Primeira Classe","Alto"
"20566","US-2012-168732",2012-12-10,2012-12-16,"Classe Padrao","Medio"
"20567","SA-2014-7690",2014-09-16,2014-09-18,"Primeira Classe","Alto"
"20568","US-2014-150399",2014-07-18,2014-07-24,"Classe Padrao","Medio"
"20569","US-2014-104724",2014-12-11,2014-12-13,"Primeira Classe","Medio"
"20570","US-2012-142951",2012-08-18,2012-08-19,"Primeira Classe","Alto"
"20571","MX-2013-149356",2013-04-12,2013-04-17,"Classe Padrao","Medio"
"20572","ES-2012-1258420",2012-08-03,2012-08-09,"Classe Padrao","Medio"
"20573","IT-2012-1052607",2012-08-07,2012-08-10,"Segunda Classe","Medio"
"20574","IT-2014-1168526",2014-09-04,2014-09-10,"Classe Padrao","Medio"
"20575","IN-2013-34835",2013-06-04,2013-06-06,"Primeira Classe","Medio"
"20576","IN-2014-53077",2014-08-01,2014-08-05,"Classe Padrao","Medio"
"20577","IN-2014-24461",2014-03-14,2014-03-19,"Classe Padrao","Medio"
"20578","ID-2014-81448",2014-11-26,2014-11-30,"Segunda Classe","Medio"
"20579","CA-2011-100293",2011-03-14,2011-03-18,"Classe Padrao","Medio"
"20580","KE-2011-2120",2011-07-06,2011-07-08,"Primeira Classe","Medio"
"20581","NG-2014-370",2014-04-21,2014-04-25,"Classe Padrao","Medio"
"20582","EG-2014-1540",2014-03-18,2014-03-22,"Classe Padrao","Medio"
"20583","NI-2013-7510",2013-12-23,2013-12-30,"Classe Padrao","Baixo"
"20584","US-2013-107111",2013-06-06,2013-06-11,"Segunda Classe","Medio"
"20585","US-2012-166457",2012-12-20,2012-12-24,"Segunda Classe","Medio"
"20586","MX-2014-165421",2014-07-02,2014-07-06,"Classe Padrao","Alto"
"20587","MX-2012-161214",2012-12-08,2012-12-12,"Classe Padrao","Medio"
"20588","MX-2013-115588",2013-04-18,2013-04-23,"Classe Padrao","Medio"
"20589","ES-2012-3034225",2012-03-14,2012-03-14,"Mesmo Dia","Alto"
"20590","IN-2014-24650",2014-08-14,2014-08-16,"Primeira Classe","Alto"
"20591","CA-2011-155208",2011-04-16,2011-04-20,"Classe Padrao","Alto"
"20592","TU-2012-1770",2012-02-13,2012-02-15,"Segunda Classe","Medio"
"20593","TO-2014-5740",2014-05-28,2014-05-31,"Segunda Classe","Medio"
"20594","IZ-2012-3760",2012-06-26,2012-06-30,"Classe Padrao","Medio"
"20595","SF-2014-6000",2014-08-22,2014-08-22,"Mesmo Dia","Medio"
"20596","TU-2011-6330",2011-06-29,2011-06-29,"Mesmo Dia","Critico"
"20597","TU-2012-370",2012-06-01,2012-06-07,"Classe Padrao","Medio"
"20598","MX-2012-168249",2012-08-08,2012-08-13,"Classe Padrao","Medio"
"20599","MX-2014-100783",2014-05-06,2014-05-10,"Classe Padrao","Medio"
"20600","ES-2012-1678413",2012-03-21,2012-03-25,"Classe Padrao","Medio"
"20601","ES-2012-1001818",2012-08-11,2012-08-16,"Classe Padrao","Alto"
"20602","IN-2011-24069",2011-12-14,2011-12-16,"Segunda Classe","Alto"
"20603","ID-2014-39322",2014-09-15,2014-09-20,"Classe Padrao","Alto"
"20604","CA-2013-100468",2013-11-25,2013-12-02,"Classe Padrao","Medio"
"20605","CA-2013-140207",2013-11-06,2013-11-11,"Classe Padrao","Medio"
"20606","CA-2014-147753",2014-03-06,2014-03-06,"Mesmo Dia","Alto"
"20607","CA-2013-157742",2013-12-30,2014-01-01,"Segunda Classe","Alto"
"20608","US-2014-133081",2014-03-12,2014-03-16,"Classe Padrao","Medio"
"20609","CA-2013-113726",2013-11-25,2013-12-02,"Classe Padrao","Medio"
"20610","CA-2014-111759",2014-07-09,2014-07-13,"Classe Padrao","Medio"
"20611","CA-2014-166499",2014-03-20,2014-03-21,"Primeira Classe","Critico"
"20612","NI-2014-3560",2014-07-16,2014-07-18,"Segunda Classe","Critico"
"20613","CG-2013-2440",2013-11-06,2013-11-08,"Primeira Classe","Medio"
"20614","UP-2013-410",2013-11-02,2013-11-06,"Classe Padrao","Medio"
"20615","KE-2011-5030",2011-08-12,2011-08-17,"Classe Padrao","Medio"
"20616","MX-2011-114615",2011-07-04,2011-07-06,"Primeira Classe","Alto"
"20617","MX-2013-117023",2013-08-18,2013-08-20,"Primeira Classe","Critico"
"20618","MX-2014-160724",2014-01-28,2014-02-04,"Classe Padrao","Medio"
"20619","ES-2014-4136794",2014-12-25,2014-12-30,"Classe Padrao","Medio"
"20620","ES-2013-5727837",2013-09-02,2013-09-08,"Classe Padrao","Medio"
"20621","IT-2013-4194945",2013-08-07,2013-08-11,"Classe Padrao","Alto"
"20622","ID-2012-84171",2012-07-03,2012-07-08,"Classe Padrao","Medio"
"20623","US-2014-129441",2014-09-08,2014-09-12,"Classe Padrao","Medio"
"20624","US-2014-144582",2014-05-01,2014-05-06,"Classe Padrao","Medio"
"20625","IR-2014-5760",2014-11-02,2014-11-07,"Segunda Classe","Medio"
"20626","MX-2014-119620",2014-05-06,2014-05-08,"Segunda Classe","Medio"
"20627","US-2014-148579",2014-04-17,2014-04-22,"Classe Padrao","Alto"
"20628","MX-2013-156202",2013-07-09,2013-07-14,"Classe Padrao","Medio"
"20629","MX-2014-107636",2014-09-02,2014-09-08,"Classe Padrao","Medio"
"20630","US-2013-137785",2013-06-18,2013-06-23,"Classe Padrao","Medio"
"20631","MX-2013-141292",2013-10-31,2013-11-02,"Primeira Classe","Medio"
"20632","US-2014-122798",2014-07-05,2014-07-10,"Classe Padrao","Alto"
"20633","ES-2012-3298245",2012-09-13,2012-09-19,"Classe Padrao","Medio"
"20634","IN-2013-50578",2013-01-13,2013-01-17,"Classe Padrao","Alto"
"20635","CA-2013-153353",2013-08-19,2013-08-25,"Classe Padrao","Medio"
"20636","GH-2014-8440",2014-09-26,2014-10-01,"Classe Padrao","Medio"
"20637","EG-2013-2200",2013-09-27,2013-09-27,"Mesmo Dia","Alto"
"20638","IZ-2012-7240",2012-10-10,2012-10-17,"Classe Padrao","Baixo"
"20639","MX-2013-149510",2013-01-28,2013-01-31,"Primeira Classe","Critico"
"20640","MX-2011-120719",2011-09-05,2011-09-09,"Classe Padrao","Alto"
"20641","MX-2013-107097",2013-09-06,2013-09-11,"Classe Padrao","Medio"
"20642","MX-2014-155740",2014-10-23,2014-10-28,"Classe Padrao","Medio"
"20643","ID-2014-79131",2014-10-22,2014-10-26,"Segunda Classe","Medio"
"20644","IN-2014-42374",2014-06-10,2014-06-14,"Classe Padrao","Medio"
"20645","IN-2011-53658",2011-01-25,2011-01-27,"Primeira Classe","Alto"
"20646","IN-2011-70402",2011-07-28,2011-08-02,"Classe Padrao","Medio"
"20647","CA-2011-104780",2011-05-21,2011-05-25,"Classe Padrao","Medio"
"20648","CA-2011-105340",2011-11-22,2011-11-25,"Primeira Classe","Critico"
"20649","US-2014-101518",2014-11-04,2014-11-09,"Classe Padrao","Alto"
"20650","BU-2013-9680",2013-09-09,2013-09-14,"Classe Padrao","Medio"
"20651","NI-2012-3610",2012-01-30,2012-02-01,"Segunda Classe","Alto"
"20652","EG-2013-1790",2013-11-06,2013-11-10,"Classe Padrao","Alto"
"20653","SU-2013-8440",2013-08-06,2013-08-06,"Mesmo Dia","Alto"
"20654","TX-2013-490",2013-12-20,2013-12-22,"Segunda Classe","Alto"
"20655","BO-2014-2490",2014-08-06,2014-08-10,"Classe Padrao","Medio"
"20656","MX-2014-124065",2014-11-18,2014-11-25,"Classe Padrao","Medio"
"20657","MX-2011-145198",2011-10-25,2011-10-27,"Segunda Classe","Alto"
"20658","ID-2013-59244",2013-12-17,2013-12-22,"Classe Padrao","Medio"
"20659","ID-2012-30838",2012-09-18,2012-09-23,"Classe Padrao","Medio"
"20660","CA-2012-131128",2012-10-19,2012-10-20,"Primeira Classe","Medio"
"20661","CA-2011-107181",2011-02-05,2011-02-09,"Classe Padrao","Alto"
"20662","CA-2013-163986",2013-09-04,2013-09-11,"Classe Padrao","Medio"
"20663","CA-2012-154886",2012-11-08,2012-11-12,"Classe Padrao","Medio"
"20664","CA-2011-133305",2011-07-11,2011-07-15,"Classe Padrao","Medio"
"20665","CA-2013-136595",2013-09-06,2013-09-08,"Primeira Classe","Alto"
"20666","US-2011-163146",2011-05-16,2011-05-20,"Classe Padrao","Medio"
"20667","IZ-2013-4340",2013-04-04,2013-04-06,"Primeira Classe","Alto"
"20668","BO-2014-2640",2014-08-08,2014-08-09,"Primeira Classe","Alto"
"20669","TU-2013-5000",2013-12-25,2013-12-30,"Classe Padrao","Medio"
"20670","US-2013-103513",2013-12-26,2013-12-28,"Segunda Classe","Critico"
"20671","MX-2011-141187",2011-06-27,2011-07-01,"Classe Padrao","Medio"
"20672","ES-2011-2931507",2011-06-20,2011-06-24,"Classe Padrao","Alto"
"20673","IN-2012-36816",2012-05-02,2012-05-08,"Classe Padrao","Baixo"
"20674","ID-2014-46518",2014-07-25,2014-07-30,"Classe Padrao","Alto"
"20675","ID-2013-60637",2013-04-19,2013-04-23,"Classe Padrao","Medio"
"20676","IN-2014-76226",2014-09-23,2014-09-28,"Classe Padrao","Medio"
"20677","US-2013-142251",2013-11-01,2013-11-05,"Segunda Classe","Medio"
"20678","CA-2012-149566",2012-12-05,2012-12-10,"Classe Padrao","Medio"
"20679","CA-2013-125724",2013-09-23,2013-09-28,"Classe Padrao","Medio"
"20680","CG-2011-1930",2011-02-22,2011-02-26,"Classe Padrao","Medio"
"20681","IZ-2013-9940",2013-08-21,2013-08-26,"Classe Padrao","Medio"
"20682","MX-2013-108385",2013-05-24,2013-05-29,"Segunda Classe","Medio"
"20683","ES-2014-1831907",2014-12-01,2014-12-06,"Classe Padrao","Medio"
"20684","IN-2014-46343",2014-09-23,2014-09-27,"Classe Padrao","Medio"
"20685","ID-2012-64004",2012-09-04,2012-09-08,"Classe Padrao","Alto"
"20686","US-2011-117744",2011-12-02,2011-12-06,"Classe Padrao","Medio"
"20687","CA-2014-131492",2014-10-20,2014-10-25,"Segunda Classe","Medio"
"20688","CA-2014-118367",2014-10-29,2014-11-03,"Segunda Classe","Medio"
"20689","CA-2013-102596",2013-12-28,2013-12-31,"Primeira Classe","Medio"
"20690","MO-2014-210",2014-01-20,2014-01-24,"Classe Padrao","Medio"
"20691","TO-2014-8550",2014-08-08,2014-08-13,"Classe Padrao","Medio"
"20692","TU-2012-7500",2012-10-24,2012-10-28,"Classe Padrao","Alto"
"20693","NI-2011-4520",2011-03-16,2011-03-20,"Classe Padrao","Medio"
"20694","US-2012-130932",2012-10-12,2012-10-14,"Segunda Classe","Alto"
"20695","ES-2012-3497513",2012-06-14,2012-06-20,"Classe Padrao","Medio"
"20696","IN-2014-27954",2014-05-12,2014-05-18,"Classe Padrao","Baixo"
"20697","IN-2011-35654",2011-02-03,2011-02-08,"Classe Padrao","Medio"
"20698","IN-2012-85361",2012-08-27,2012-08-29,"Segunda Classe","Alto"
"20699","CM-2014-820",2014-03-07,2014-03-12,"Segunda Classe","Medio"
"20700","SF-2011-5840",2011-12-21,2011-12-27,"Classe Padrao","Medio"
"20701","MX-2012-106880",2012-06-22,2012-06-28,"Classe Padrao","Medio"
"20702","MX-2013-126445",2013-02-21,2013-02-25,"Classe Padrao","Alto"
"20703","MX-2013-132906",2013-06-10,2013-06-12,"Segunda Classe","Medio"
"20704","ID-2014-31139",2014-10-27,2014-10-29,"Segunda Classe","Critico"
"20705","IN-2014-79180",2014-11-15,2014-11-20,"Segunda Classe","Medio"
"20706","CA-2012-114468",2012-08-23,2012-08-23,"Mesmo Dia","Alto"
"20707","CA-2012-151547",2012-01-17,2012-01-23,"Classe Padrao","Medio"
"20708","CA-2014-161851",2014-04-16,2014-04-18,"Primeira Classe","Alto"
"20709","CA-2011-101833",2011-11-17,2011-11-22,"Segunda Classe","Alto"
"20710","ZI-2014-7160",2014-10-30,2014-11-01,"Primeira Classe","Medio"
"20711","MX-2014-104731",2014-12-08,2014-12-11,"Primeira Classe","Alto"
"20712","US-2013-116071",2013-10-09,2013-10-11,"Segunda Classe","Alto"
"20713","MX-2013-113390",2013-09-23,2013-09-28,"Classe Padrao","Medio"
"20714","IT-2011-5217561",2011-11-25,2011-11-29,"Classe Padrao","Alto"
"20715","ES-2014-3091695",2014-03-27,2014-04-02,"Classe Padrao","Medio"
"20716","ES-2012-3761154",2012-07-25,2012-07-30,"Classe Padrao","Medio"
"20717","ID-2014-16530",2014-12-22,2014-12-27,"Classe Padrao","Medio"
"20718","CA-2013-101630",2013-02-19,2013-02-23,"Segunda Classe","Alto"
"20719","CA-2013-165827",2013-11-05,2013-11-10,"Classe Padrao","Medio"
"20720","IR-2014-4370",2014-01-14,2014-01-15,"Primeira Classe","Alto"
"20721","TU-2013-2240",2013-08-17,2013-08-22,"Classe Padrao","Medio"
"20722","AO-2014-6900",2014-08-15,2014-08-22,"Classe Padrao","Medio"
"20723","US-2013-135895",2013-09-04,2013-09-04,"Mesmo Dia","Medio"
"20724","US-2012-148383",2012-12-27,2012-12-31,"Segunda Classe","Medio"
"20725","ID-2011-57326",2011-09-01,2011-09-04,"Primeira Classe","Alto"
"20726","IN-2012-74000",2012-05-15,2012-05-19,"Classe Padrao","Alto"
"20727","IN-2012-77045",2012-11-30,2012-12-06,"Classe Padrao","Medio"
"20728","CA-2014-164917",2014-12-03,2014-12-08,"Classe Padrao","Medio"
"20729","CA-2011-135993",2011-05-28,2011-06-02,"Classe Padrao","Medio"
"20730","NI-2011-1760",2011-12-01,2011-12-03,"Segunda Classe","Alto"
"20731","IR-2012-1050",2012-12-04,2012-12-08,"Classe Padrao","Medio"
"20732","SA-2014-4270",2014-10-09,2014-10-12,"Segunda Classe","Alto"
"20733","UP-2014-5120",2014-06-23,2014-06-28,"Classe Padrao","Medio"
"20734","UP-2012-1940",2012-09-27,2012-10-02,"Classe Padrao","Medio"
"20735","TU-2012-9280",2012-05-07,2012-05-14,"Classe Padrao","Baixo"
"20736","MX-2013-111794",2013-04-10,2013-04-12,"Segunda Classe","Medio"
"20737","MX-2011-100195",2011-12-26,2011-12-26,"Mesmo Dia","Alto"
"20738","MX-2012-110352",2012-05-15,2012-05-19,"Classe Padrao","Medio"
"20739","US-2014-114664",2014-11-12,2014-11-16,"Classe Padrao","Medio"
"20740","MX-2011-121979",2011-10-17,2011-10-22,"Classe Padrao","Medio"
"20741","MX-2012-166968",2012-10-08,2012-10-15,"Classe Padrao","Medio"
"20742","US-2014-108798",2014-08-13,2014-08-15,"Primeira Classe","Alto"
"20743","ES-2014-3667834",2014-04-09,2014-04-14,"Classe Padrao","Alto"
"20744","ES-2014-5009576",2014-08-26,2014-08-30,"Classe Padrao","Medio"
"20745","IN-2012-78123",2012-06-13,2012-06-15,"Segunda Classe","Medio"
"20746","CA-2014-105053",2014-07-08,2014-07-10,"Segunda Classe","Alto"
"20747","CA-2014-136672",2014-03-08,2014-03-13,"Classe Padrao","Medio"
"20748","US-2014-166394",2014-09-05,2014-09-07,"Segunda Classe","Critico"
"20749","CA-2013-150077",2013-02-04,2013-02-10,"Classe Padrao","Medio"
"20750","MR-2014-9020",2014-04-23,2014-04-28,"Classe Padrao","Medio"
"20751","LI-2011-9960",2011-08-04,2011-08-06,"Segunda Classe","Medio"
"20752","MX-2013-106614",2013-11-15,2013-11-15,"Mesmo Dia","Alto"
"20753","MX-2013-141649",2013-11-28,2013-12-04,"Classe Padrao","Medio"
"20754","ES-2011-1878479",2011-10-11,2011-10-11,"Mesmo Dia","Medio"
"20755","ID-2013-53161",2013-04-22,2013-04-27,"Classe Padrao","Medio"
"20756","IN-2013-74014",2013-09-21,2013-09-27,"Classe Padrao","Medio"
"20757","CA-2014-165603",2014-10-18,2014-10-20,"Segunda Classe","Alto"
"20758","CA-2014-134978",2014-11-13,2014-11-16,"Segunda Classe","Alto"
"20759","CA-2014-128160",2014-12-20,2014-12-25,"Segunda Classe","Medio"
"20760","CA-2014-159604",2014-04-15,2014-04-16,"Primeira Classe","Critico"
"20761","CA-2014-110842",2014-11-12,2014-11-17,"Classe Padrao","Medio"
"20762","US-2014-141943",2014-05-06,2014-05-10,"Classe Padrao","Alto"
"20763","CA-2011-147900",2011-09-23,2011-09-28,"Classe Padrao","Medio"
"20764","CA-2014-148320",2014-11-04,2014-11-09,"Classe Padrao","Medio"
"20765","UP-2014-6420",2014-07-14,2014-07-19,"Classe Padrao","Medio"
"20766","SA-2014-7470",2014-10-17,2014-10-23,"Classe Padrao","Medio"
"20767","NI-2013-2720",2013-11-13,2013-11-16,"Segunda Classe","Alto"
"20768","MX-2014-123904",2014-10-08,2014-10-10,"Segunda Classe","Medio"
"20769","MX-2011-125871",2011-07-02,2011-07-05,"Segunda Classe","Medio"
"20770","US-2013-120138",2013-11-28,2013-11-30,"Segunda Classe","Alto"
"20771","ES-2014-4869579",2014-11-19,2014-11-24,"Classe Padrao","Alto"
"20772","IN-2014-22536",2014-05-22,2014-05-27,"Classe Padrao","Medio"
"20773","IN-2013-38314",2013-06-19,2013-06-24,"Classe Padrao","Medio"
"20774","IN-2014-56528",2014-12-04,2014-12-09,"Segunda Classe","Medio"
"20775","US-2014-140074",2014-03-24,2014-03-30,"Classe Padrao","Baixo"
"20776","TU-2011-7670",2011-04-25,2011-04-30,"Segunda Classe","Medio"
"20777","UZ-2013-5590",2013-10-11,2013-10-17,"Classe Padrao","Baixo"
"20778","MX-2012-161998",2012-06-21,2012-06-23,"Primeira Classe","Medio"
"20779","ES-2012-3770443",2012-04-10,2012-04-16,"Classe Padrao","Medio"
"20780","ES-2013-4396697",2013-09-24,2013-10-01,"Classe Padrao","Medio"
"20781","IN-2012-27464",2012-08-20,2012-08-22,"Segunda Classe","Medio"
"20782","IN-2014-64753",2014-12-16,2014-12-20,"Classe Padrao","Alto"
"20783","CA-2013-101938",2013-01-07,2013-01-12,"Classe Padrao","Medio"
"20784","CA-2013-137204",2013-04-29,2013-05-06,"Classe Padrao","Medio"
"20785","CA-2014-132185",2014-11-28,2014-12-03,"Classe Padrao","Medio"
"20786","CA-2014-161459",2014-11-26,2014-11-30,"Segunda Classe","Medio"
"20787","US-2012-145121",2012-10-02,2012-10-06,"Classe Padrao","Medio"
"20788","RO-2012-9720",2012-03-29,2012-04-01,"Primeira Classe","Alto"
"20789","EG-2013-310",2013-01-28,2013-02-01,"Classe Padrao","Alto"
"20790","SA-2014-5330",2014-06-05,2014-06-05,"Mesmo Dia","Alto"
"20791","TZ-2013-140",2013-08-02,2013-08-08,"Classe Padrao","Medio"
"20792","SA-2014-130",2014-10-29,2014-11-02,"Classe Padrao","Medio"
"20793","RS-2013-9110",2013-03-25,2013-03-31,"Classe Padrao","Medio"
"20794","MX-2013-148341",2013-10-10,2013-10-10,"Mesmo Dia","Medio"
"20795","MX-2011-150728",2011-04-16,2011-04-23,"Classe Padrao","Medio"
"20796","US-2013-118605",2013-04-08,2013-04-12,"Classe Padrao","Alto"
"20797","IT-2014-1678595",2014-01-18,2014-01-25,"Classe Padrao","Baixo"
"20798","ES-2012-2712442",2012-10-23,2012-10-28,"Segunda Classe","Medio"
"20799","ES-2011-1818378",2011-09-03,2011-09-08,"Classe Padrao","Medio"
"20800","IN-2014-71291",2014-05-21,2014-05-25,"Classe Padrao","Medio"
"20801","ID-2011-14094",2011-03-08,2011-03-10,"Segunda Classe","Medio"
"20802","CA-2013-140641",2013-10-29,2013-11-03,"Classe Padrao","Medio"
"20803","CA-2012-147879",2012-05-07,2012-05-12,"Classe Padrao","Medio"
"20804","US-2014-143175",2014-08-04,2014-08-07,"Segunda Classe","Medio"
"20805","CA-2011-126200",2011-08-25,2011-08-29,"Classe Padrao","Medio"
"20806","CA-2014-142328",2014-12-08,2014-12-15,"Classe Padrao","Medio"
"20807","NI-2012-8920",2012-06-06,2012-06-13,"Classe Padrao","Medio"
"20808","KE-2011-7580",2011-10-10,2011-10-15,"Classe Padrao","Medio"
"20809","CA-2014-110",2014-12-08,2014-12-10,"Segunda Classe","Alto"
"20810","ES-2011-4411711",2011-11-10,2011-11-17,"Classe Padrao","Medio"
"20811","IN-2013-15921",2013-11-01,2013-11-06,"Classe Padrao","Alto"
"20812","IN-2014-47848",2014-11-08,2014-11-12,"Classe Padrao","Alto"
"20813","IN-2014-32112",2014-01-04,2014-01-07,"Segunda Classe","Medio"
"20814","IN-2014-86558",2014-04-04,2014-04-07,"Segunda Classe","Alto"
"20815","CA-2014-122644",2014-11-13,2014-11-18,"Classe Padrao","Alto"
"20816","CA-2013-133795",2013-12-19,2013-12-25,"Classe Padrao","Medio"
"20817","CG-2013-4980",2013-08-16,2013-08-21,"Classe Padrao","Medio"
"20818","MZ-2012-5290",2012-11-09,2012-11-13,"Classe Padrao","Medio"
"20819","AG-2011-1440",2011-12-15,2011-12-20,"Classe Padrao","Medio"
"20820","US-2012-109505",2012-09-03,2012-09-09,"Classe Padrao","Medio"
"20821","IN-2012-10601",2012-06-25,2012-06-29,"Classe Padrao","Alto"
"20822","IN-2011-33211",2011-08-18,2011-08-22,"Segunda Classe","Alto"
"20823","CA-2012-103716",2012-04-30,2012-05-06,"Classe Padrao","Medio"
"20824","SF-2013-1050",2013-01-10,2013-01-14,"Classe Padrao","Alto"
"20825","IR-2013-1660",2013-11-23,2013-11-28,"Segunda Classe","Medio"
"20826","MX-2012-161809",2012-10-09,2012-10-14,"Classe Padrao","Medio"
"20827","US-2013-149930",2013-03-13,2013-03-13,"Mesmo Dia","Medio"
"20828","ES-2013-1225665",2013-12-13,2013-12-18,"Classe Padrao","Medio"
"20829","ES-2013-1589316",2013-05-29,2013-06-02,"Classe Padrao","Medio"
"20830","IN-2012-74686",2012-12-17,2012-12-21,"Classe Padrao","Alto"
"20831","IN-2014-18392",2014-06-11,2014-06-13,"Primeira Classe","Alto"
"20832","CA-2012-139850",2012-06-12,2012-06-17,"Classe Padrao","Medio"
"20833","NI-2013-5990",2013-06-04,2013-06-09,"Classe Padrao","Medio"
"20834","UP-2014-4290",2014-11-04,2014-11-05,"Primeira Classe","Medio"
"20835","CG-2014-9290",2014-08-26,2014-08-30,"Classe Padrao","Medio"
"20836","NI-2011-4420",2011-03-04,2011-03-08,"Classe Padrao","Medio"
"20837","MX-2013-129147",2013-11-18,2013-11-23,"Classe Padrao","Medio"
"20838","MX-2013-166590",2013-06-24,2013-06-28,"Classe Padrao","Medio"
"20839","IN-2011-20443",2011-12-05,2011-12-10,"Segunda Classe","Medio"
"20840","IN-2012-82729",2012-05-30,2012-06-04,"Classe Padrao","Medio"
"20841","ID-2014-85879",2014-11-18,2014-11-22,"Classe Padrao","Medio"
"20842","CA-2013-152534",2013-06-21,2013-06-26,"Segunda Classe","Medio"
"20843","US-2011-157021",2011-04-01,2011-04-06,"Segunda Classe","Medio"
"20844","CA-2012-162761",2012-10-09,2012-10-13,"Classe Padrao","Medio"
"20845","CA-2013-2160",2013-05-01,2013-05-03,"Primeira Classe","Medio"
"20846","EG-2014-9880",2014-10-06,2014-10-06,"Mesmo Dia","Critico"
"20847","MX-2012-138023",2012-12-06,2012-12-12,"Classe Padrao","Medio"
"20848","US-2013-104969",2013-11-14,2013-11-19,"Classe Padrao","Medio"
"20849","MX-2012-143490",2012-10-12,2012-10-17,"Classe Padrao","Medio"
"20850","MX-2013-167080",2013-04-23,2013-04-28,"Segunda Classe","Alto"
"20851","IN-2014-18560",2014-08-11,2014-08-15,"Classe Padrao","Alto"
"20852","IN-2012-30579",2012-08-20,2012-08-25,"Segunda Classe","Medio"
"20853","US-2013-162026",2013-10-09,2013-10-09,"Mesmo Dia","Critico"
"20854","US-2011-147774",2011-01-21,2011-01-27,"Classe Padrao","Medio"
"20855","TU-2014-330",2014-01-09,2014-01-15,"Classe Padrao","Baixo"
"20856","US-2014-100706",2014-09-19,2014-09-21,"Primeira Classe","Alto"
"20857","MX-2014-107244",2014-06-17,2014-06-22,"Classe Padrao","Alto"
"20858","US-2014-156699",2014-01-06,2014-01-08,"Segunda Classe","Critico"
"20859","ES-2013-1460976",2013-06-10,2013-06-14,"Segunda Classe","Medio"
"20860","IN-2014-86117",2014-04-22,2014-04-26,"Classe Padrao","Medio"
"20861","US-2013-100405",2013-08-27,2013-08-29,"Segunda Classe","Critico"
"20862","CA-2014-1180",2014-12-30,2015-01-01,"Primeira Classe","Medio"
"20863","KZ-2012-4400",2012-12-27,2013-01-01,"Classe Padrao","Alto"
"20864","CG-2014-870",2014-07-19,2014-07-21,"Segunda Classe","Alto"
"20865","IR-2013-310",2013-12-08,2013-12-12,"Classe Padrao","Alto"
"20866","US-2011-129721",2011-06-30,2011-07-02,"Primeira Classe","Medio"
"20867","ES-2013-5298706",2013-10-12,2013-10-17,"Classe Padrao","Medio"
"20868","IN-2014-50053",2014-02-10,2014-02-15,"Classe Padrao","Medio"
"20869","ID-2014-51754",2014-12-15,2014-12-19,"Classe Padrao","Medio"
"20870","ID-2011-45433",2011-10-28,2011-11-04,"Classe Padrao","Medio"
"20871","CA-2013-164154",2013-09-12,2013-09-18,"Classe Padrao","Medio"
"20872","IR-2014-330",2014-05-17,2014-05-21,"Classe Padrao","Alto"
"20873","SG-2014-3940",2014-09-01,2014-09-04,"Segunda Classe","Alto"
"20874","IR-2013-8790",2013-06-03,2013-06-10,"Classe Padrao","Medio"
"20875","TU-2012-4090",2012-02-28,2012-03-05,"Classe Padrao","Medio"
"20876","NI-2012-730",2012-03-12,2012-03-16,"Classe Padrao","Medio"
"20877","AJ-2014-9020",2014-09-13,2014-09-19,"Classe Padrao","Medio"
"20878","MX-2012-146528",2012-07-09,2012-07-13,"Segunda Classe","Medio"
"20879","MX-2011-157679",2011-10-20,2011-10-24,"Classe Padrao","Medio"
"20880","MX-2013-104766",2013-12-29,2013-12-31,"Primeira Classe","Alto"
"20881","MX-2013-136735",2013-12-04,2013-12-10,"Classe Padrao","Medio"
