"","id_pedido","id_cliente","id_produto","valor_venda","quantidade_venda","custo_envio"
"38633","IN-2014-55191","AA-10315","OFF-BI-10004700",45.99,3,2.57
"38634","IN-2014-73314","CM-12385","OFF-PA-10003449",53.568,2,2.57
"38635","ID-2014-22410","MY-17380","OFF-LA-10003396",21.1311,3,2.57
"38636","IN-2014-33498","LS-17230","OFF-FA-10002890",21.9,4,2.57
"38637","IN-2013-40477","NB-18655","OFF-LA-10000322",62.1,9,2.57
"38638","ID-2012-79922","JL-15835","OFF-BI-10004483",15.066,2,2.57
"38639","ID-2014-66174","JE-15610","OFF-SU-10000484",20.34,3,2.57
"38640","ID-2014-35073","DK-13150","OFF-ST-10000948",49.0032,3,2.57
"38641","IN-2013-86803","JC-15385","OFF-AR-10001117",40.2,4,2.57
"38642","CA-2014-147277","EB-13705","OFF-ST-10000142",665.408,2,2.57
"38643","CA-2014-145233","DV-13465","OFF-AP-10000358",31.152,3,2.57
"38644","US-2011-147627","HL-15040","FUR-FU-10003194",38.6,4,2.57
"38645","CA-2011-121167","MO-17500","OFF-BI-10003676",17.248,2,2.57
"38646","US-2014-111920","PS-18970","OFF-AR-10003179",36.44,4,2.57
"38647","CA-2012-104346","IM-15070","OFF-PA-10003256",27.696,3,2.57
"38648","CA-2012-115924","BE-11455","OFF-BI-10004040",25.9,5,2.57
"38649","CA-2012-136224","ML-18265","OFF-AR-10003504",10.272,3,2.57
"38650","US-2014-167920","JL-15835","OFF-ST-10004963",15.14,1,2.57
"38651","US-2014-146822","AG-10675","OFF-PA-10000249",49.12,4,2.57
"38652","IV-2013-7200","LC-6885","OFF-ELI-10001685",26.4,2,2.57
"38653","KZ-2012-9600","KC-6255","OFF-AME-10001641",26.352,2,2.57
"38654","CM-2011-110","AG-270","OFF-CAR-10002031",30.3,1,2.57
"38655","NI-2011-2720","ME-7320","TEC-OKI-10001454",15.723,1,2.57
"38656","TU-2014-4220","AZ-750","OFF-KRA-10002085",30.096,6,2.57
"38657","IZ-2012-3990","DV-3465","OFF-ROG-10002866",30.69,1,2.57
"38658","PL-2011-5800","JD-6015","OFF-GRE-10003943",25.2,1,2.57
"38659","TU-2014-7640","FP-4320","OFF-ELI-10003004",37.008,6,2.57
"38660","TZ-2014-9160","BM-1785","OFF-ACC-10001285",8.58,1,2.57
"38661","US-2014-134698","DP-13165","OFF-EN-10004012",59.892,7,2.57
"38662","MX-2012-140018","JR-15700","OFF-ST-10000557",33,3,2.57
"38663","MX-2013-161347","BP-11185","OFF-ST-10003164",62.5,5,2.57
"38664","MX-2014-109274","NL-18310","FUR-FU-10003419",36.76,1,2.56
"38665","US-2011-165281","HR-14830","OFF-ST-10002714",43.728,2,2.56
"38666","IT-2014-5285883","PB-19210","OFF-BI-10002570",28.26,2,2.56
"38667","IT-2014-3438902","GR-14560","OFF-AP-10001847",115.065,3,2.56
"38668","IT-2013-4009690","RM-19375","OFF-LA-10003090",23.205,7,2.56
"38669","IT-2012-3999113","GB-14530","OFF-AR-10003117",29.01,1,2.56
"38670","ES-2012-2930401","EB-13840","OFF-BI-10004541",29.04,2,2.56
"38671","ES-2014-3553827","MS-17980","OFF-SU-10000087",44.64,3,2.56
"38672","ES-2013-1692384","RB-19570","OFF-BI-10004554",18.99,3,2.56
"38673","ES-2013-1198254","RO-19780","OFF-BI-10002718",14.4,2,2.56
"38674","ES-2014-2283801","GP-14740","OFF-BI-10001833",51.45,7,2.56
"38675","ES-2012-5104765","LL-16840","OFF-AR-10004825",109.92,2,2.56
"38676","IN-2014-61064","JL-15175","OFF-ST-10001214",20.25,2,2.56
"38677","IN-2013-31083","RP-19270","OFF-BI-10002792",23.6385,3,2.56
"38678","IN-2014-78116","DL-12925","OFF-BI-10004700",45.99,3,2.56
"38679","ID-2014-40281","RA-19945","OFF-BI-10001399",43.6995,5,2.56
"38680","IN-2014-19981","CA-12310","OFF-FA-10004795",22.8,2,2.56
"38681","IN-2012-63395","JP-15460","OFF-FA-10002539",25.8534,3,2.56
"38682","US-2014-158512","DA-13450","OFF-PA-10001804",40.08,6,2.56
"38683","US-2014-163195","LL-16840","TEC-PH-10003875",29.16,3,2.56
"38684","CA-2012-112130","SV-20785","OFF-AP-10003266",23.696,2,2.56
"38685","CA-2013-145261","AH-10120","TEC-AC-10000991",112.776,3,2.56
"38686","CA-2013-118689","TC-20980","OFF-ST-10001558",32.48,2,2.56
"38687","CG-2013-8420","DG-3300","OFF-JIF-10002184",36.72,2,2.56
"38688","IR-2012-2940","CD-2280","OFF-AVE-10004570",11.07,1,2.56
"38689","UP-2014-1600","DM-2955","OFF-BIN-10001274",11.94,1,2.56
"38690","KZ-2013-7960","MG-8205","TEC-STA-10002650",49.05,1,2.56
"38691","TU-2012-3780","DV-3045","TEC-KON-10000005",34.524,1,2.56
"38692","TU-2013-6330","BT-1440","FUR-TEN-10003923",17.58,1,2.56
"38693","UP-2014-3280","DW-3480","OFF-OIC-10004536",23.04,2,2.56
"38694","IV-2013-500","RP-9390","FUR-DEF-10000622",75.96,4,2.56
"38695","IR-2014-1800","HZ-4950","OFF-AVE-10004556",38.16,8,2.56
"38696","US-2011-151120","EJ-14155","OFF-SU-10001515",43.524,3,2.56
"38697","US-2012-139675","EC-14050","OFF-ST-10000836",43.368,2,2.56
"38698","MX-2013-151071","TT-21460","OFF-PA-10003301",33.18,3,2.56
"38699","MX-2014-104129","KL-16555","OFF-ST-10004342",28.64,4,2.56
"38700","MX-2012-122273","CR-12730","OFF-SU-10003040",43.56,2,2.56
"38701","US-2013-130379","KN-16450","OFF-AR-10003816",20.232,3,2.55
"38702","US-2014-154991","NC-18535","FUR-TA-10002482",107.016,1,2.55
"38703","IT-2012-1201809","RH-19555","OFF-LA-10004487",45.12,4,2.55
"38704","IT-2012-5535658","BT-11530","OFF-AR-10002513",40.932,1,2.55
"38705","IT-2013-5843979","HF-14995","OFF-FA-10000670",41.85,5,2.55
"38706","IT-2013-4571338","EB-13705","OFF-BI-10001124",45.885,7,2.55
"38707","ES-2014-2608196","AI-10855","FUR-FU-10000142",31.164,2,2.55
"38708","ES-2012-3777672","HM-14860","OFF-AR-10000316",30.15,3,2.55
"38709","ES-2014-1834054","JW-16075","OFF-EN-10004120",40.02,2,2.55
"38710","ES-2013-4688767","SS-20515","OFF-BI-10004554",18.99,3,2.55
"38711","IN-2012-76583","EH-14005","OFF-LA-10000219",23.868,6,2.55
"38712","IN-2014-15564","MG-17890","OFF-SU-10004497",57.69,3,2.55
"38713","ID-2014-15186","JK-15730","OFF-EN-10000615",65.2905,3,2.55
"38714","IN-2011-60539","MG-18205","OFF-AR-10004148",22.74,2,2.55
"38715","ID-2013-70808","ED-13885","OFF-FA-10004813",52.5654,6,2.55
"38716","IN-2014-65131","RP-19855","OFF-AR-10001518",44.7204,2,2.55
"38717","ID-2014-38881","SG-20470","OFF-PA-10002416",28.0953,3,2.55
"38718","ID-2014-14283","CC-12475","OFF-EN-10004958",31.164,2,2.55
"38719","ID-2014-84745","SC-20800","OFF-BI-10003090",12.636,2,2.55
"38720","US-2012-157014","BM-11785","TEC-AC-10000057",47.984,2,2.55
"38721","CA-2014-115602","DJ-13630","OFF-AR-10002280",38.82,6,2.55
"38722","CA-2011-107181","DB-13270","OFF-BI-10004230",82.896,3,2.55
"38723","CA-2013-146934","AF-10870","OFF-EN-10002973",26.88,6,2.55
"38724","US-2014-162558","Dp-13240","FUR-FU-10004864",9.656,1,2.55
"38725","CA-2011-113964","JP-16135","OFF-BI-10004654",18.464,4,2.55
"38726","CA-2014-148642","DW-13540","OFF-AR-10000588",63.488,4,2.55
"38727","CA-2011-145254","NC-18535","TEC-AC-10002167",45,3,2.55
"38728","TU-2014-4400","NC-8535","TEC-SAM-10000779",55.776,1,2.55
"38729","LH-2014-7700","NS-8505","OFF-ELD-10000151",38.367,1,2.55
"38730","NI-2014-4600","MM-8280","OFF-ADV-10000331",8.37,2,2.55
"38731","IZ-2012-3230","KB-6315","FUR-ELD-10001413",50.4,2,2.55
"38732","CG-2012-6440","CV-2295","OFF-FIS-10001549",44.34,1,2.55
"38733","SY-2014-8240","EK-3795","OFF-ACC-10004910",16.8,1,2.55
"38734","IZ-2012-2830","PG-8895","OFF-JIF-10003842",21.84,2,2.55
"38735","CA-2014-6960","RD-9585","FUR-BUS-10003368",695.16,4,2.55
"38736","AJ-2011-4230","JH-5820","OFF-ROG-10002682",24.45,1,2.55
"38737","RS-2012-3560","BP-1050","FUR-DEF-10004936",32.04,2,2.55
"38738","MX-2011-131996","CM-12715","OFF-AR-10002564",28.98,3,2.54
"38739","MX-2012-137561","LS-17200","OFF-BI-10003162",65.12,2,2.54
"38740","MX-2013-114013","HE-14800","OFF-LA-10003955",24.48,3,2.54
"38741","MX-2012-111864","MB-18085","TEC-AC-10004241",96.88,2,2.54
"38742","ES-2014-2282871","JG-15805","OFF-AR-10000594",79.08,4,2.54
"38743","ES-2014-1209005","NG-18355","OFF-LA-10004737",61.2,5,2.54
"38744","ES-2012-1030632","MV-17485","OFF-FA-10001680",45.09,3,2.54
"38745","ES-2012-1361094","JP-16135","OFF-FA-10002066",39.54,2,2.54
"38746","ES-2012-5566758","VM-21835","OFF-AR-10003384",52.2,3,2.54
"38747","IT-2014-5768200","BF-11215","OFF-AR-10003031",52.8,4,2.54
"38748","ES-2013-2905051","DK-13375","OFF-BI-10003999",11.61,3,2.54
"38749","ES-2012-5954282","MP-17965","OFF-AR-10002939",53.64,3,2.54
"38750","IN-2014-29753","NS-18640","OFF-LA-10003778",32.28,4,2.54
"38751","IN-2011-78781","JL-15850","OFF-LA-10000732",35.964,6,2.54
"38752","IN-2014-75456","AA-10375","OFF-PA-10002618",15.15,1,2.54
"38753","IN-2014-54253","JF-15190","OFF-AR-10002111",48.06,3,2.54
"38754","IN-2014-32406","MH-17440","OFF-LA-10002596",47.25,7,2.54
"38755","IN-2012-63395","JP-15460","OFF-PA-10001653",29.1924,3,2.54
"38756","CA-2014-140949","DB-13405","OFF-ST-10003455",46.53,3,2.54
"38757","CA-2013-139269","JB-16045","FUR-FU-10000755",24.96,4,2.54
"38758","CA-2011-135755","NC-18415","OFF-BI-10004828",40.176,3,2.54
"38759","CA-2012-105599","MC-17275","FUR-TA-10003837",27.414,3,2.54
"38760","US-2013-151827","CS-11950","TEC-AC-10003289",31.984,2,2.54
"38761","US-2011-159618","DB-12970","OFF-PA-10004100",36.288,7,2.54
"38762","CA-2014-147844","DD-13570","OFF-PA-10002713",34.4,5,2.54
"38763","CA-2013-119074","DS-13180","FUR-FU-10003731",39.92,4,2.54
"38764","IR-2013-7880","AH-75","OFF-IBI-10004074",29.91,1,2.54
"38765","NI-2014-7790","MG-8145","TEC-SAM-10003891",43.92,2,2.54
"38766","CG-2013-2870","AJ-795","OFF-AVE-10000065",42.24,4,2.54
"38767","CA-2011-9390","GZ-4470","OFF-STO-10001671",31.44,4,2.54
"38768","BU-2013-7380","MH-7455","OFF-AVE-10004310",17.88,2,2.54
"38769","CG-2013-490","HD-4785","OFF-OIC-10001155",57.72,4,2.54
"38770","NI-2012-1930","EL-3735","OFF-SME-10002740",59.535,1,2.54
"38771","IR-2012-7560","AH-585","OFF-TEN-10000703",54.21,1,2.54
"38772","ZA-2014-5970","SM-10005","OFF-ELI-10001705",82.14,2,2.54
"38773","MX-2013-129714","AJ-10945","OFF-ST-10003648",44.16,4,2.54
"38774","US-2013-163223","JL-15130","OFF-FA-10001435",20.052,3,2.54
"38775","MX-2014-167465","AB-10060","OFF-LA-10000203",13.32,5,2.54
"38776","MX-2012-125808","TW-21025","OFF-PA-10004241",22.64,2,2.53
"38777","MX-2014-148243","NP-18685","OFF-EN-10003661",22.16,4,2.53
"38778","MX-2013-123659","VP-21730","OFF-AR-10001752",23.88,3,2.53
"38779","MX-2013-152100","RF-19840","OFF-FA-10001776",33.3,3,2.53
"38780","MX-2013-161739","SB-20170","OFF-FA-10001761",28.38,3,2.53
"38781","US-2014-168998","JB-15925","OFF-SU-10000378",35.664,3,2.53
"38782","ES-2012-5284545","AB-10150","OFF-BI-10004554",25.32,4,2.53
"38783","ES-2011-4825230","RB-19435","OFF-BI-10004446",25.545,1,2.53
"38784","ES-2014-4285009","YC-21895","OFF-EN-10001147",21.96,3,2.53
"38785","ES-2014-3263050","PC-19000","OFF-LA-10001154",27.81,3,2.53
"38786","ES-2014-4111468","NB-18655","OFF-FA-10001113",24.72,2,2.53
"38787","ES-2013-3051016","JC-16105","OFF-FA-10004754",48.06,3,2.53
"38788","ES-2012-5543011","KH-16330","OFF-FA-10004754",16.02,1,2.53
"38789","ES-2014-1627638","NG-18430","OFF-PA-10001722",23.82,1,2.53
"38790","IT-2014-1428345","EB-13975","OFF-AR-10001002",49.92,2,2.53
"38791","ES-2012-3679676","EM-14200","OFF-AR-10000823",26.46,2,2.53
"38792","ID-2014-20205","JC-15340","OFF-EN-10001162",38.55,2,2.53
"38793","ID-2014-15179","PH-18790","TEC-AC-10000111",61.2468,3,2.53
"38794","IN-2012-33470","BG-11695","OFF-ST-10000016",33.96,2,2.53
"38795","IN-2011-35353","MM-17920","OFF-FA-10001621",46.089,3,2.53
"38796","CA-2011-145576","CA-12775","OFF-AP-10003914",13,5,2.53
"38797","CA-2014-167150","BP-11185","OFF-BI-10001597",65.568,2,2.53
"38798","CA-2012-112452","NC-18340","OFF-FA-10000735",5.84,2,2.53
"38799","CA-2014-143861","LC-16885","FUR-FU-10001546",17.088,2,2.53
"38800","CA-2014-168228","AP-10915","OFF-AR-10000390",12.39,3,2.53
"38801","US-2014-132031","PN-18775","FUR-FU-10000193",77.952,3,2.53
"38802","CA-2014-134880","TW-21025","OFF-PA-10004039",44.784,1,2.53
"38803","NG-2013-1440","SC-10680","OFF-SAN-10002484",50.52,1,2.53
"38804","TU-2013-9240","KM-6720","OFF-ACC-10002343",25.296,2,2.53
"38805","MO-2014-5630","RE-9405","OFF-STA-10000298",49.47,1,2.53
"38806","CA-2014-240","TB-11280","OFF-AME-10000244",27.09,1,2.53
"38807","SF-2012-2450","NP-8685","OFF-HON-10002456",102.48,8,2.53
"38808","EZ-2013-5970","RR-9315","TEC-LOG-10001629",30.78,1,2.53
"38809","IR-2012-6980","EC-4050","OFF-ACC-10002343",31.62,1,2.53
"38810","TU-2013-6370","RP-9855","FUR-SAF-10001870",24.828,1,2.53
"38811","MD-2014-9120","KC-6540","OFF-KRA-10000695",37.65,1,2.53
"38812","EG-2012-3660","CM-2160","OFF-SME-10000520",48,1,2.53
"38813","TU-2012-5250","KH-6630","OFF-KRA-10002828",18.312,2,2.53
"38814","MX-2014-110492","RB-19645","OFF-BI-10003883",30.3,3,2.53
"38815","MX-2014-144120","BD-11770","OFF-FA-10003638",36.54,3,2.53
"38816","US-2013-152072","LH-16750","FUR-CH-10002010",46.344,3,2.53
"38817","MX-2011-163636","ED-13885","OFF-EN-10004012",28.52,2,2.53
"38818","MX-2013-119697","BG-11035","OFF-FA-10003638",36.54,3,2.52
"38819","MX-2013-148453","CR-12730","FUR-CH-10001130",121.58,1,2.52
"38820","ES-2012-2102738","AS-10225","TEC-AC-10001564",44.13,1,2.52
"38821","ES-2012-1540709","NW-18400","OFF-BI-10004712",24,5,2.52
"38822","ES-2013-1253344","LH-17155","OFF-SU-10003209",24.15,1,2.52
"38823","ES-2012-1355636","RH-19555","OFF-EN-10003431",49.83,1,2.52
"38824","ES-2012-3947984","RH-19600","OFF-ST-10001858",49.221,1,2.52
"38825","ES-2013-2195633","GH-14410","OFF-LA-10000039",54,6,2.52
"38826","ID-2012-79586","SE-20110","OFF-EN-10002007",26.5848,4,2.52
"38827","ID-2011-49031","MF-17665","OFF-AR-10004138",37.668,5,2.52
"38828","IN-2014-19925","AF-10885","OFF-BI-10002907",47.583,2,2.52
"38829","ID-2011-11126","AP-10720","OFF-ST-10004857",55.7136,6,2.52
"38830","ID-2013-42913","SW-20755","OFF-PA-10002373",69.255,5,2.52
"38831","IN-2014-42808","PB-18805","OFF-AR-10002392",33.18,2,2.52
"38832","US-2013-156692","HG-15025","OFF-AP-10002222",17.34,2,2.52
"38833","US-2014-105697","JE-15715","OFF-ST-10003996",25.696,2,2.52
"38834","CA-2012-152513","JP-16135","OFF-BI-10002706",22.848,2,2.52
"38835","CA-2014-134194","GA-14725","OFF-AR-10001615",31.744,2,2.52
"38836","CA-2013-114307","MF-17665","OFF-AP-10002350",37.68,2,2.52
"38837","AO-2014-4190","DR-2940","OFF-IBI-10004855",29.4,4,2.52
"38838","SF-2011-8650","AB-255","OFF-AVE-10003465",25.8,2,2.52
"38839","EG-2013-8450","JF-5565","OFF-GLO-10000014",30.93,1,2.52
"38840","MO-2013-3050","ES-4080","OFF-KRA-10002828",22.89,1,2.52
"38841","EG-2014-2950","NF-8385","FUR-ELD-10000605",31.56,1,2.52
"38842","MX-2014-142643","MT-17815","TEC-AC-10004939",56.34,3,2.52
"38843","MX-2012-167619","PW-19240","OFF-LA-10004370",34.56,6,2.52
"38844","US-2013-150980","MG-18145","TEC-PH-10002068",26.112,1,2.52
"38845","US-2011-140935","BD-11770","OFF-ST-10001598",55.104,7,2.52
"38846","US-2012-147809","KA-16525","FUR-FU-10001008",63.48,10,2.52
"38847","ES-2011-2123345","DB-12910","OFF-AR-10000659",60.54,2,2.51
"38848","IT-2014-4717813","KM-16375","OFF-ST-10004409",24.45,2,2.51
"38849","ES-2014-5812283","VG-21805","OFF-BI-10002225",102.54,2,2.51
"38850","ES-2014-3794754","MG-18205","OFF-AR-10001626",28.56,2,2.51
"38851","ES-2014-5747773","RW-19630","OFF-LA-10004972",28.53,3,2.51
"38852","IT-2014-4907444","BP-11050","FUR-CH-10000214",23.676,1,2.51
"38853","IT-2012-2805634","EM-13960","OFF-SU-10001351",37.62,3,2.51
"38854","IN-2014-17069","RD-19480","OFF-FA-10000294",58.23,3,2.51
"38855","ID-2014-42577","EM-13810","OFF-FA-10003716",61.884,4,2.51
"38856","IN-2011-50305","GZ-14545","OFF-PA-10000030",48.168,4,2.51
"38857","IN-2011-16215","LT-17110","OFF-FA-10001184",41.25,5,2.51
"38858","IN-2014-42941","SW-20245","OFF-BI-10003582",23.652,3,2.51
"38859","IN-2013-78480","CV-12295","OFF-PA-10003455",30.348,2,2.51
"38860","IN-2012-78473","LR-17035","OFF-BI-10002278",56.6475,5,2.51
"38861","CA-2011-131926","DW-13480","OFF-PA-10000061",25.92,4,2.51
"38862","CA-2011-106439","GG-14650","OFF-BI-10004209",19.296,3,2.51
"38863","US-2012-103996","RB-19435","OFF-PA-10001609",9.87,3,2.51
"38864","US-2012-103996","RB-19435","FUR-FU-10004586",19.92,3,2.51
"38865","CA-2014-164098","CG-12520","OFF-ST-10000615",18.16,2,2.51
"38866","CA-2011-138072","GA-14725","TEC-AC-10004859",27.968,2,2.51
"38867","CA-2013-153661","SC-20725","OFF-LA-10004689",26.01,9,2.51
"38868","US-2013-137295","VS-21820","TEC-PH-10004080",108.784,2,2.51
"38869","US-2014-166233","MO-17950","TEC-AC-10002167",24,2,2.51
"38870","CA-2013-130778","ND-18370","OFF-PA-10001509",44.75,5,2.51
"38871","CA-2013-165918","BD-11770","OFF-BI-10004826",39.624,3,2.51
"38872","CA-2014-161340","AM-10360","OFF-PA-10002464",13.872,3,2.51
"38873","US-2014-135986","PG-18895","OFF-PA-10001534",32.4,5,2.51
"38874","CG-2012-2920","BD-1605","OFF-FEL-10002158",26.4,1,2.51
"38875","TU-2012-3070","IM-5070","FUR-ELD-10000301",46.524,1,2.51
"38876","NI-2011-2720","KT-6480","OFF-KLE-10001794",41.58,4,2.51
"38877","EG-2011-1630","JL-5130","OFF-ROG-10000332",24,1,2.51
"38878","NI-2012-1820","AA-645","OFF-BOS-10003160",17.73,2,2.51
"38879","KE-2013-2790","PC-9000","OFF-FEL-10001796",57.42,1,2.51
"38880","TU-2014-3120","MH-7785","TEC-EPS-10002212",46.176,1,2.51
"38881","NI-2013-2520","PJ-8835","OFF-ELD-10001832",29.07,2,2.51
"38882","MX-2014-136539","FH-14365","TEC-AC-10004975",37.9,1,2.51
"38883","US-2014-163741","SU-20665","TEC-AC-10003081",45.408,4,2.51
"38884","MX-2014-114601","MC-17590","OFF-AR-10000503",46.9,7,2.51
"38885","US-2012-100930","SV-20365","OFF-FA-10000475",29.1,5,2.51
"38886","MX-2013-166373","PF-19225","OFF-EN-10004100",53.4,2,2.51
"38887","MX-2012-138870","AM-10705","OFF-SU-10004658",20,1,2.51
"38888","MX-2012-143490","LC-16960","OFF-LA-10003422",46.332,9,2.51
"38889","MX-2014-154571","NG-18355","FUR-BO-10003199",1107.2,5,2.51
"38890","MX-2012-127565","RK-19300","OFF-LA-10001038",51.8,7,2.51
"38891","MX-2011-128902","MM-17920","OFF-BI-10002799",18.24,2,2.5
"38892","US-2014-160192","MC-17605","OFF-BI-10004195",24.24,3,2.5
"38893","MX-2013-166590","PO-18850","OFF-LA-10004747",42.1,5,2.5
"38894","US-2012-103996","KS-16300","OFF-BI-10002222",13.752,6,2.5
"38895","US-2012-102015","TS-21205","OFF-BI-10000542",22.416,3,2.5
"38896","ES-2012-3246286","JH-15430","OFF-LA-10003295",38.16,3,2.5
"38897","ES-2014-4111468","NB-18655","OFF-EN-10002313",37.35,1,2.5
"38898","ES-2013-2732869","AB-10165","OFF-AR-10003651",34.11,3,2.5
"38899","IT-2012-5199936","GA-14515","OFF-BI-10002047",17.88,2,2.5
"38900","ES-2012-1071143","AS-10285","OFF-AR-10001898",26.67,1,2.5
"38901","ES-2013-5364560","AS-10090","OFF-AR-10002447",47.61,1,2.5
"38902","ES-2012-5325598","KD-16495","OFF-BI-10003650",24.057,3,2.5
"38903","IN-2011-40155","CL-12700","OFF-ST-10001214",33.75,3,2.5
"38904","ID-2012-73174","JD-15790","OFF-AR-10002800",59.7,2,2.5
"38905","ID-2011-22011","CR-12625","OFF-BI-10001200",21.6,3,2.5
"38906","IN-2013-69240","LH-16750","FUR-FU-10001477",126,5,2.5
"38907","IN-2013-57284","JH-15910","OFF-AR-10000720",37.011,2,2.5
"38908","IN-2012-32105","CR-12730","OFF-LA-10002088",37.62,6,2.5
"38909","ID-2012-70213","SC-20575","OFF-LA-10002289",41.715,5,2.5
"38910","IN-2014-62366","KE-16420","OFF-LA-10001764",30.24,6,2.5
"38911","IN-2013-78606","NK-18490","OFF-PA-10001944",26.811,1,2.5
"38912","IN-2012-30166","LH-17155","OFF-BI-10002335",25.14,2,2.5
"38913","ID-2014-85032","VG-21790","OFF-AR-10001030",14.112,1,2.5
"38914","IN-2011-83590","QJ-19255","OFF-AR-10000706",34.02,2,2.5
"38915","CA-2011-110786","AJ-10795","OFF-PA-10000528",21.12,4,2.5
"38916","US-2014-141852","JE-15745","FUR-FU-10000023",47.12,8,2.5
"38917","CA-2014-113705","LC-16870","OFF-PA-10002615",17.64,4,2.5
"38918","TU-2014-40","AZ-750","FUR-ADV-10004395",33.648,2,2.5
"38919","SF-2014-1390","AH-465","OFF-NOV-10001753",12.18,2,2.5
"38920","TU-2011-8770","EH-3765","OFF-FIS-10002784",14.208,1,2.5
"38921","UZ-2014-6400","MS-7770","OFF-STI-10000286",28.56,2,2.5
"38922","NI-2012-230","NG-8355","OFF-OIC-10001056",11.52,2,2.5
"38923","EG-2014-6160","CR-2625","OFF-XER-10001746",20.37,1,2.5
"38924","SF-2014-7520","BS-1800","FUR-ADV-10001659",17.1,1,2.5
"38925","NI-2013-6670","AH-30","TEC-HP -10003345",410.616,8,2.5
"38926","NI-2014-2140","MC-7575","FUR-OFF-10001661",39.492,2,2.5
"38927","MX-2013-147522","AB-10600","OFF-FA-10001029",24.72,3,2.5
"38928","MX-2014-138156","AB-10255","FUR-CH-10004572",501.248,2,2.5
"38929","MX-2013-157609","RB-19330","OFF-BI-10003870",22.38,3,2.5
"38930","MX-2012-157987","BG-11740","OFF-LA-10004799",30.9,5,2.5
"38931","MX-2013-110800","JP-15460","OFF-PA-10002011",33.42,3,2.5
"38932","US-2013-132374","SP-20860","OFF-BI-10004080",44.784,3,2.49
"38933","MX-2011-102568","AY-10555","OFF-BI-10003903",27.66,3,2.49
"38934","MX-2013-168158","PB-19210","OFF-EN-10003352",36.036,3,2.49
"38935","ES-2011-4028861","SC-20380","OFF-FA-10003836",15.96,1,2.49
"38936","ES-2012-3246286","JH-15430","OFF-FA-10004709",65.16,4,2.49
"38937","ES-2012-1223851","PT-19090","OFF-BI-10001249",21.06,3,2.49
"38938","ES-2012-3540273","JH-15820","OFF-AR-10002156",73.5,5,2.49
"38939","IT-2013-1399443","HM-14860","OFF-BI-10003277",37.875,5,2.49
"38940","IT-2012-4967576","ED-13885","OFF-ST-10001091",30.375,3,2.49
"38941","IT-2014-4809306","MK-18160","OFF-PA-10004842",23.73,2,2.49
"38942","ES-2011-2813459","AR-10540","OFF-BI-10001643",15.51,1,2.49
"38943","ES-2014-1429134","LS-17230","OFF-AR-10000444",37.86,2,2.49
"38944","ES-2013-1185240","NP-18700","FUR-FU-10004954",40.248,1,2.49
"38945","IN-2011-78823","ME-17725","OFF-FA-10000577",26.82,2,2.49
"38946","IN-2014-66853","DB-12970","OFF-FA-10000027",29.052,2,2.49
"38947","IN-2011-55919","NC-18340","OFF-LA-10004745",28.08,3,2.49
"38948","IN-2013-78809","AG-10900","OFF-LA-10004114",26.82,3,2.49
"38949","IN-2014-60175","HJ-14875","OFF-FA-10001596",37.32,2,2.49
"38950","IN-2014-69457","DE-13255","OFF-PA-10004741",52.56,1,2.49
"38951","IN-2011-57676","AB-10600","FUR-FU-10001933",36.9234,2,2.49
"38952","IN-2013-28297","BO-11350","OFF-PA-10004613",417.06,14,2.49
"38953","CA-2013-169103","ZC-21910","FUR-FU-10004006",102.36,3,2.49
"38954","CA-2011-117709","PM-18940","OFF-BI-10001294",46.8,4,2.49
"38955","CA-2012-130022","JK-16120","OFF-LA-10002043",41.4,4,2.49
"38956","CA-2012-141040","TB-21250","OFF-PA-10002245",23.92,4,2.49
"38957","CA-2014-115931","JM-15655","OFF-ST-10000876",37.32,3,2.49
"38958","CA-2014-143665","PO-19180","OFF-LA-10002034",39.28,8,2.49
"38959","CA-2013-114538","RC-19825","OFF-AR-10002445",11.328,2,2.49
"38960","CA-2014-128335","JA-15970","OFF-EN-10001539",23.34,3,2.49
"38961","CA-2013-125661","CA-12055","OFF-EN-10001532",40.752,3,2.49
"38962","CA-2013-120824","AW-10930","OFF-ST-10002562",67.536,9,2.49
"38963","CA-2013-160479","AH-10585","OFF-AR-10002445",35.4,5,2.49
"38964","TZ-2013-4050","EH-4185","OFF-STA-10001112",44.94,2,2.49
"38965","RS-2011-2910","BP-1230","OFF-EAT-10002463",53.1,2,2.49
"38966","TU-2013-9320","KH-6630","TEC-APP-10004912",49.32,1,2.49
"38967","IZ-2014-1640","RD-9720","OFF-BIN-10000561",17.85,1,2.49
"38968","MA-2011-3720","EG-3900","OFF-ELI-10000711",19.23,1,2.49
"38969","IS-2014-420","PB-9210","OFF-KLE-10001317",30.36,2,2.49
"38970","TU-2014-6410","CM-2445","OFF-STA-10002719",10.416,1,2.49
"38971","UG-2014-4160","CA-1965","OFF-AVE-10004909",17.622,2,2.49
"38972","CA-2012-8480","SV-10365","OFF-CAR-10000319",24.72,2,2.49
"38973","EG-2014-9660","DL-2925","OFF-ROG-10002682",24.45,1,2.49
"38974","IR-2014-6100","SF-10965","OFF-KLE-10001644",40.83,1,2.49
"38975","MX-2014-156188","VD-21670","OFF-EN-10003668",34.08,3,2.49
"38976","MX-2011-107349","CC-12670","OFF-BI-10003472",19.36,4,2.49
"38977","MX-2012-143490","LC-16960","OFF-FA-10001877",32.832,6,2.49
"38978","MX-2014-139388","RF-19345","OFF-ST-10003760",51.168,2,2.49
